federation_level,x,y,fed_y
Switzerland,"тут страховка и цена зависит прям там где вы живете , прям от города или деревни цена зависит в среднем 300-500 в месяц стоит",0,Switzerland_0
Switzerland,"Доброй ночи,может есть мамочки сдесь,которые столкнулись с проблемой как у нас,подскажите что то. У ребёнка днём поднялась температура до 39 и 6,не сбивалась, поехали к врачу,там начал рвать,сказали температура из за живота.Из лечения только парацетамол и ибупрофен.Что делать с животом?болит живот и ребёнок рвёт",0,Switzerland_0
Switzerland,"Нет, это не так. Могу на своем примере сказать, что моя страховая требует делать все через ОДНОГО семейного врача. Если я хочу к другому, то я должна предупредить страховую, что я его МЕНЯЮ. А если я хочу к разным ходить - это ДРУГОЙ ТАРИФ.",0,Switzerland_0
Switzerland,"Уточню. Страховка действительно не покрывает стоматологию. Но у соц. службы обычно (всегда?) есть договоренность со стоматологами для покрытия экстренной помощи. У понятия ""экстренная помощь"" может быть не такое точное определине. Работает обычно так человек должен приходить в стоматологию и сообщать что он\она получает соц. помощь. И\или спросить еще у соц.работника - ""к каким стоматологам я могу обратиться и в каких случаях?""",0,Switzerland_0
Switzerland,"Почитайте ленту чуть выше, сегодня там обсуждали . Но вы в любом случае узнайте ещё раз, новая страховая подпишет договор, а потом могут быть сюрпризы",0,Switzerland_0
Switzerland,"Ну если бы цена была не подьемная я бы не написала. Сама чуть в депрессию уже не впала с этими зубами. И по счастливой случайности нашла. Видела как наши девочки писали, что вышли от местных врачей, у кого минус один, у кого минус два зуба, вышли в истерике. И не знают что делать. Вот и решила поделиться. Потому что так же сидела и думала что пр йдеться вставную ставить с такими ценами и лечением",0,Switzerland_0
Switzerland,"так а ви в Швейцарії залишились? якщо ви виїхали, вам потрібно було й страховку відмінити. а якщо залишились: то вам треба платити, тільки незрозуміло чого так багато: це десь за рік вартість мед страховки",0,Switzerland_0
Switzerland,"Паспорт и подтверждение статуса S или карту статуса, если уже получили. Если есть, возьмите с собой старый рецепт. Можно будет показать врачу. Предварительно нужно записаться, ждать около недели. Обязательно, на назначенную дату взять с собой кого-то, кто сможет переводить вам, что говорит врач.",0,Switzerland_0
Switzerland,😂😂😂😂😂😂😂 ну ок)). Я Вам рекомендую заняться поиском работы для врачей тут из Украины)). Можете ещё деньги с них брать 😀😅😂. Скоро озолотитесь)). Когда Вас везде посылать будут)),0,Switzerland_0
Switzerland,"Есть. Я и ребёнка привила, и сама привилась. В кантоне Вале, она рекомендована всем, и покрывается базовой страховкой",0,Switzerland_0
Switzerland,"Вы же писали в своём чате другое. И как, по вашему мнению, моей дочери по страховке сняли пластину, которую мы ставили в Украине, и поставили другую? До 600 франков есть страховка на зубы, в т.ч. Ортодонт. Все, что свыше согласуется со страховой.",0,Switzerland_0
Switzerland,"семья, в который мы живем, посмотрела наши страховые документы - там только медицина. сегодня будут уточнять в своей страховой, у них вроде включены такие случаи (ущерб от гостей)",0,Switzerland_0
Switzerland,"Вам не зрозуміло, що питання було про вакцинацію, оскільки я не хочу примусової вакцинації. як це згодом робитимуть у Німеччині. Я планую повернутись в Україну, а не жити в Європі. За ваші фантазії і проекції про краще життя ,я не відповідаю.Кожен бачить те що у нього всередині. Залиште свій бруд при собі і якщо немає що відповісти по суті, то не перетворюйте чат у смітник.",0,Switzerland_0
Switzerland,"Я пошла в поликлинику к семейному доктору. И сказала, что постоянно принимаю єутирокс, каждый день. Рассказала свой диагноз, и он мне выписал бессплатный рецепт на 3 месяца. Это страховка покрывает",0,Switzerland_0
Switzerland,"Здравтствуйте Я получили статус S, зарегистрирован за кантоном Ааргау. Скажите, если мне нужны контактные линзы, как их можно получить бесплатно по страховке, или подскажите, где их можно купить недорого",0,Switzerland_0
Switzerland,"Швейцарія з 16.02.22 відмінила сертифікати вакцинації, тільки в заг місцях і лікарнях і все, тест також не потрібно.",0,Switzerland_0
Switzerland,"Добрий день. Підкажіть будь-ласка, у мого чоловіка прихватило дуже спину. Чи можна в аптеці купити якісь уколи без рецепту або свічі? Ми не маємо в Швейцарії прихистку. Дякую.",0,Switzerland_0
Switzerland,"Нещодавно хворіла краплі тобрадекс, тільки сімейний лікар виписує, самостійно не купиш в аптеці ( це антибіотик )",0,Switzerland_0
Switzerland,"Спасибо😅, Но я дерматолога ищу. Мне местные сказали что в госпиталь только в экстренных случаях ходят, теперь не знаю где дерматолога искать",0,Switzerland_0
Switzerland,"Нет, только мед.обслуживание, если необходимо. Никаких пенсий или выплат по инвалидности не предусмотрено",0,Switzerland_0
Switzerland,"Zahnarzt Centrodent Schanzenstrasse 4b Postpark über dem Bahnhof, 3008 Bern Біля вокзалу в Берні. Безрідна Ірина Сергіївна",0,Switzerland_0
Switzerland,"Платить в рассрочку, страховки с нового года будут еще дороже, у меня visana самая дешевая была в этом году 364 фр, с января будет 413.80",0,Switzerland_0
Switzerland,Я и подруга делали бустер. Нас спрашивали страховку ( Если вопрос о прививке от ковид - а то эта фирма много вакцин выпускает)..,0,Switzerland_0
Switzerland,"Доброго вечора! Підкажіть куди звернутись для перевірки зору, де випишуть окуляри. Бажано кантон Цюріх. Буду вдячна за інфо.",0,Switzerland_0
Switzerland,"114 , на дом не ходят, только экстренный случай. Скорая помощь платная ~ 900 fr. По возможности добираться самостоятельно до госпиталя. Все в одной очереди, можно и 7 часов прождать.",0,Switzerland_0
Switzerland,"Всі чеки про закупівлю необхідного ми даємо ніхто не бере ці кошти собі , минулого тижня було закуплено на 7000 грн тактичних окулярів",0,Switzerland_0
Switzerland,"Да не факт) Бывает и быстрое течение отита, не требующее вмешательства антибиотиков. Или капли с антибиотиком. Да врач решит.",0,Switzerland_0
Germany,"Добрый день, подскажите пожалуйста, если не закрою сейчас счёт в банке Шпаркассе и уеду в Украину, я смогу как-то его закрыть дистанционно или только при личном визите в банк?",3,Germany_3
Germany,"Не в плане хитростей.зачем мне пользоваться? Это не для начислений,обычная карту,дебетовая.Ну,она кладет что то,что то снимает,я думала может выписку как то можно получить о то,что средства на карте не покидают пределы Украины в плане входа-вывода? Не говорите пожалуйста про хитрости,если бы была цель скрыть доходы ,я бы просто этот вопрос не поднимала( обидненько🙄",3,Germany_3
Germany,"Здравствуйте. Подскажите пожалуйста кто знает,какая процентная ставка в Western Union за пересыл валюты?",3,Germany_3
Germany,"Подскажите, в каком банке в Германии лучше открыть карту? Чтобы было побыстрее, и чтобы удобно было пользоваться приложением",3,Germany_3
Germany,"Добрый вечер, подскажите пожалуйста, нужно перевести другу 500$, и я и друг находимся в Германии, деньги в наличке, находимся в разных городах. Как передать другу деньги?",3,Germany_3
Germany,"Добрый день, подскажите пожалуйста, можно ли в банке Германии открыть счёт с внутренним паспортом Украины?",3,Germany_3
Germany,"Если у вас уже есть гривневая карта монобанка, вы можете открыть дополнительную, в евро, прямо в приложении",3,Germany_3
Germany,а договора на открытие счета нет у вас. Там написан ваш IBAN. ещё в приложении на телефоне должен быть. На карточке номера счета нет,3,Germany_3
Germany,"Как вариант, попробуйте найти и попросить кого-то знакомого с немецкой картой. Вы знакомым дадите деньги наличными, а они оплатят загранпаспорт своей картой.",3,Germany_3
Germany,"Подскажите пожалуйста В месяц приходят от 2000-5000 на Украинскую карту , месяц может никакого зачисления не быть . Стабильности в переводах нет , высылает Сестра . Половину сумы я сразу перевожу бабушке ( запутано ) Как мне это задекларировать?",3,Germany_3
Germany,Либо привязать свою немецкую карту к paypal (заранее там зарегистрироваться). Paypal с начала войны разрешила украинцам принимать деньги с других стран (ранее было запрещено). Я так скидываю деньги со своей sparkasse giro на приватбанк. Приходит моментально. Но у получателя должен быть тоже paypal.,3,Germany_3
Germany,Подскажите пожалуйста в джоб центр нужно давать распечатки движения средств на украинских картах (не зарплата или пенсия) или только с немецкой карты?,3,Germany_3
Germany,"Доброї ночі, хотіла запитати, хто уже відкривав у банку рахунок на соціальні виплати, який банк краще вибрати, і які для цього потрібно мати документи? Дякую",3,Germany_3
Germany,"Здравствуйте, поменяю вашу гривну и так-же криптовалюту по хорошему курсу в любой точке Европы на валюту💰 По поводу обмена прошу писать ЛС.",3,Germany_3
Germany,"здравствуйте, как я могу открыть счёт в банке в Германии? в какой банк лучше обратиться, если ты только что приехал?",3,Germany_3
Germany,"Подскажите пожалуйста, как поменять гривни на евро, если они не наличные, а переведены на банковскую карту украинского банка не пластиковую, а на телефоне",3,Germany_3
Germany,"Добрый день, да конечно. Я так и делаю. И моно банк тоже. Есть магазины, но их мало, которые принимают только немецкие карты.. А мы ходим в супермаркеты местные и везде наши карты принимают без проблем.",3,Germany_3
Germany,"Зможете поміняти тільки долари, або іншу валюту, але не гривні (ніде не міняють в Німеччині). З українським паспортом це безкоштовно. Зазвичай - ціна послуги 10 євро",3,Germany_3
Germany,Я это сто раз писал. Нет возможности перевести деньги на кредитную карту. Это закон в Германии и имеет смысл.,3,Germany_3
Germany,"Подскажите,где открыть счет в Новом Ульме?v-bank,сказали счет открывают только говорящим на немецком,английский не подходит",3,Germany_3
Germany,"Підкажіть будь ласка , може хтось відправляв кошти на українські картки чи як модна покласти кошти на свою картку. Як це можна зробити",3,Germany_3
Germany,Подскажите пожалуйста кто уже менял гривны на евро в Германии и в каком банке? Какие были трудности?,3,Germany_3
Germany,"Sparkasse Rhein-Haardt - Vermögensanlage-Zentrum Я в таком снимала,сразу конвертация в евро.В банке был банкомат . Название скопировала банка в нашем городе.",3,Germany_3
Germany,"В обмінниках, я у ФРАНКФУРТІ ХОДИЛА. WesternUnion, і в банках. Але назви не пам‘ятаю. Просто шукала по карті.",3,Germany_3
Germany,"Подскажите пожалуйста, ето уже открыл счёт в Revolut . Какие условия, как пользоваться и вообще стоит ли там открывать? Или лучше в банк обращаться? Помогите советом",3,Germany_3
Germany,"Наличные гривны тут не берут. Только евро. Это еврозона. Тут ходит только одна валюта: евро. Другие валюты можно обменять на евро. Но это очень невыгодно, неделю назад убедилась в этом на своём кармане) А гривну какие-то банки в Германии собирались обменивать, но я сама не пробовала.",3,Germany_3
Germany,Подскажите заметила у себя на карте шпаркассы не понятное снятие денег. Хотя в то время я была вообще дома и не могла оплатить картой. Может ли это быть комиссии за то что я расплачиваюсь в магазине картой?,3,Germany_3
Germany,"Добрый день! Подскажите пожалуйста, возможно ли где-то в Германии поменять гривны в евро? Во Львове не успели🥺",3,Germany_3
Germany,"В другой банк или к другому специалисту этого же банка. Это тут уже обсуждали, пользуйтесь поиском. Право пользоваться банком тут законодательно является насущной необходимостью каждого человека, но на практике банковские служащие стараются не делать счет без прописки в Германии и серьезного с их точки зрения документа удостоверяющего вашу личность. Требуйте или ищите другого, кто вам пойдет навстречу.",3,Germany_3
Germany,"а они могут сразу дать счет iban, а все остальные документы позже оформлять? мне просто срочно счет нужен",3,Germany_3
Germany,"Всем здравствуйте! Подскажите пожалуйста, доллары на евро выгоднее менять в Украине или в Германии ? (Извиняюсь , если такой вопрос уже много раз дублировали, но я в переписке не нашёл).",3,Germany_3
Germany,"Поменяю по хорошему курсу безналичные гривны (переведу на вашу украинскую карту) на евро, наличные или перевод",3,Germany_3
Germany,"Всем 👋 Подскажите пожалуйста, кто в курсе, где выгодней всего в Германии обменять доллары на евро. А то прям обдираловка какая то с этой скрытой комиссией через банк🙈",3,Germany_3
Germany,Доброго вечора. Хочу відправити кошти в Україну з соцкарти. Чи не виникне проблем потім з Соціаламтом чи Джобцентром?,3,Germany_3
Germany,"Есть такое. В Германии бывает не принимают карты Visa, MasterCard. У них есть свои какие-то немецкие карты и в некоторых местах только их принимают. Не переживайте если такое происходит - с вашей картой всё ок. Ну такие здесь порядки)) Просто носите с собой немного наличных, для подобных случаев ;)",3,Germany_3
Germany,"Подскажите пожалуйста, насколько я понимаю многие открыли счета в Sparkasse. На чем основан выбор? Почему именно этот банк?",3,Germany_3
Germany,"Да. Предъявляй украинский загран паспорт. Если едешь в другую страну ес на поезде дальнего следования, то придется покупать бесплатный билет за 0 евро для украинцев в кассе жд.",2,Germany_2
Germany,"Добрый день, а до какого числа бесплатный проезд в Германии для украинцев? Потому что мне кидают, что до конца апреля, а я читала, что проезд бесплатный до июня.",2,Germany_2
Germany,"Адрес не знаю, на вокзале подходите к волантерам, они обяснят, как доехать . Это Експо-выставка, надо на трамвае, потом пешком",2,Germany_2
Germany,"Мы приехали вообще бесплатно. Эвакуационный поезд из Харькова на Львов бесплатно.. Во Львове на вокзале волонтеры кормят.Сейчас даже пустили Харьков Варшава. Со Львова до границы ходят бусы, бесплатно. На таможне поляки тоже кормят. Там везут автобусами до городов бесплатно. Мы поехали до Варшавы. В Варшаве с ЖД вокзала взяли билет на Берлин, для украинцев бесплатно, нужно показать паспорт. В Берлине на вокзале волонтеры кормят, помогают с информацией, как доехать в любом направлении и это тоже бесплатно",2,Germany_2
Germany,"Підскажіть будь ласка,яка є інформація щодо безкоштовного проїзду? Які потяги можна використовувати без білету? До якого числа?",2,Germany_2
Germany,"добрый день, подскажите пожалуйста, есть ли прямой автобус висбаден-днепр? если можно, напишите в личку",2,Germany_2
Germany,Мы сегодня были. Нам выдали бесплатные билеты. Советую всем сходить. Особенно с детьми. Море прекрасных эмоций.,2,Germany_2
Germany,"Guten Abend! Ich bin Weißrusse. Flucht aus Weißrussland in die Ukraine. Dort lebte er sechs Monate, dann floh er vor dem Krieg. Jetzt fahren wir mit einer Freundin nach Schwerin, um uns morgen beim BAMF zu bewerben. Wir müssen heute Nacht eine Nacht verbringen. Wir wären dankbar, wenn uns jemand mit einer Übernachtung helfen könnte.",2,Germany_2
Germany,"По расписанию в 4.00 утра прямой и 20.00 с пересадками. Мы выезжали по бесплатным билетам в 7.20 из Варшавы до Берлина. Лучше приехать утром и на какое время будет билет, на такое и возьмёте.",2,Germany_2
Germany,"Доброй ночи ) я из Украины ,еду в Ганновер, кто будет в Гановере ?Давайте украинцы связь не терять )вместе веселее Слава Украине",2,Germany_2
Germany,"Был. ICE - Интерсити экспресс /остановки очень редко только в крупных городах/ было в апреле бесплатно точно, сейчас нужно уточнять.",2,Germany_2
Germany,"Добрый день. Подскажите, пожалуйста, мне нужно взять билеты в Амстердам. Мне для этого нужно ехать в Берлин в Reisecentrum или я могу взять их в кассе своего городка?",2,Germany_2
Germany,"Доброй ночи. Сейчас свекровь едет из Пшемисл в Берлин, билет дали бесплатно. Но она новоприбывшая, они смотрят дату пересечения границы.",2,Germany_2
Germany,"здравствуйте. приобрели такой билет за 9 евро, а его нужно только показать или как то компостировать?",2,Germany_2
Germany,"Как уехать с мюнхена в Одессу? Помогите пожалуйста , как лучше с мюнхена во львов или через Румынию … не знаю как лучше",2,Germany_2
Germany,"Мы из Польши в Берлин ехали 5 дней назад бесплатно, и из Берлина на щапад Германии тоже бесплатно. Билеты брали у волонтеров на вокзале.",2,Germany_2
Germany,"Привет всем, никто не знает, если мы хотим с великами на поезде поехать (нужно забрать), нам следует покупать специальную карту для велосипедов?",2,Germany_2
Germany,Доброе утро! Ищем возможность переправить посылку из Киева в Гонновер или Бад Гандерсхайм. Заранее спасибо)))))))))),2,Germany_2
Germany,"Добрый день! Скажите может кто-то знает, Есть прямой автобус Мукачево Дортмунд или Львов Дортмунд? Если можете поделитесь контактами!",2,Germany_2
Germany,"Добрый день, подскажите пожалуйста есть ли ещё бесплатные билеты на поезда по Германии для украинцев? Или уже не дают?",2,Germany_2
Germany,"Подскажите, пожалуйста, мне на вокзале в Берлине сказали, что для украинцев бесплатный проезд до 15. Это так или нет? Потому что везде разная информация.",2,Germany_2
Germany,Вы просто в транспорте показываете паспорт. В автобусе - при входе. В трамваях и метро - если спрашивает проверяющий.,2,Germany_2
Germany,"Добрый день. Кто-нибудь знает, сейчас для зарегистрированных украинцев транспорт все еще бесплатный по всей Германии?",2,Germany_2
Germany,"Здравствуйте, подскажите пожалуйста, кто нибудь ехал поездом Мукачево-Будапешт? Сколько стоит билет? Заранее спасибо)",2,Germany_2
Germany,"Пожалуйста, помогите разобраться с покупкой билетов онлайн. Оплатила баварский билет, оплата в приложении банка есть, а билета в приложении db нет. Ехать нужно сегодня, а ни денег, ни билета",2,Germany_2
Germany,"Подскажите пожалуйста, железная дорога все ещё бесплатна для украинцев? Читала, что ещё продлили. Но сегодня сказали люди, что уже в Австрии/Германии платные поезда",2,Germany_2
Germany,"На любом бесплатном, но не факт что их привезут именно в Нюрнберг. Потом просто придётся на поездах добираться по Германии, они бесплатные для украинцев",2,Germany_2
Germany,Проезд во всех городах на эвакуационные поездах бесплатный. На всех границах выдают бесплатное питание и бесплатные карты для связи,2,Germany_2
Germany,Добрый день! Скажите пожалуйста. Кто знает будет ли продление 9 евро билет за сентябрь? И будет ли 9 евро билет до конца конца года? Спасибо,2,Germany_2
Germany,"Добрый день!подскажите пожалуйста,есть ли какие-то автобус из Штутгарта в Днепр?может кто ехал уже.Спасибо 🙏",2,Germany_2
Germany,"Нам в Бамф говорили, что они не компенсируют проездные, надо покупать билет туда и назад ежедневно и потом все билеты за модуль предоставлять им для полной компенсации",2,Germany_2
Germany,"Здравствуйте, подскажите пожалуйста, как добраться с Альсфельда( 120 км от Франкфурта на Майне) до Одессы. Может есть какие то группы,автобусы ? В Гугле ищу компании, цены космические .",2,Germany_2
Germany,"Добрый вечер. Подскажите, пожалуйста, каким общественным транспортом можно добраться с Дорстена до Плеттенбнрга быстрее?",2,Germany_2
Germany,"Здравствуйте Подскажите пожалуйста, надёжного перевозчика Нужно посылку отправить из Одессы в Германию (Нижняя саксония) Заранее благодарю за помощь",2,Germany_2
Germany,"Доброй ночи. Идете на жд вокзал, на табло смотрите поезда до нужного города. В кассу не стойте- у них билетов нет. Просто идите и садитесь в любой вагон. На протяжнии дороги, будет пооходить персонал и Вы покажете укр паспорт и все. Таким образом мы ехали 2 взр и 3 ребенка",2,Germany_2
Germany,"Они бесплатны для всех украинцев. Нужно будет в Варшаве на вокзале подойти к кассе, показать укр паспорт, и Вам бесплатно дадут билет. Просто так без билета в поезд сесть нельзя",2,Germany_2
Germany,Добрый день! В Гамбург с Варшавы можно добраться бесплатным поездом или автобусом? Есть ли расписание ?,2,Germany_2
Germany,у нас в маршуте поездов была пересадка тут. но поезд опоздал. мы не смогли поехать дальше. если брать маршрут то лучше так что бы время пересадки было не меньше 30 минут.,2,Germany_2
Germany,Здравствуйте кто то может подсказать на каких поездах мы можем ездить с паспортом а на каких нам нужен билет ! ? Бо нас уже высаживают,2,Germany_2
Germany,"Здравствуйте! Подскажите, пожалуйста, проезд по Бельгии и Нидерландам для украинцев бесплатный или платный? И если бесплатный, то может знаете до какого числа?",2,Germany_2
Spain,"1) Мадрид, Барселона, Валенсия или Аликанте 2) Муж / Жена и Ребёнок 3) с 25 Сентября долги срок 4) Квартира 5) рассчитываем на +/- 650 евро",1,Spain_1
Spain,"Срочно!Ищем с 14 августа квартиру в долгосрочную аренду в Аликанте . Мама с сыном 10 лет. Есть контракт на работу. Буду признательна за предложения. (+380675791477 WhatsApp, Telegram, Viber). +34624883028",1,Spain_1
Spain,"Может кто-то сдаёт(рыночная стоимость) или переезжает в другую квартиру на 1-2-3 месяца для семьи из 4-х человек, без животных. Интересует Аликанте в радиусу 40км. Нужна так сказать временная квартира октября-ноября планируем переезд, пока найдём ребёнку школу -> возле школы квартиру.",1,Spain_1
Spain,Торревьеха Три женщины и двое детей по 5 лет с 1 сентября на длительный срок 2-3 комнатная квартира бюджет до 600 евро в месяц,1,Spain_1
Spain,Ну если котедж снимать то и в 800 не вложитесь. Обычные две спальни в Чиривелле или Торренте или другом пригороде Валенсии улетали за 300-400 на ура,1,Spain_1
Spain,"Кто может помочь на первое время с одеждой и едой.Мы Эльине, нас трое взрослых и двое детей(16 и 12 лет).Сами с Киева.",1,Spain_1
Spain,Где Посуточно искать жильё в Валенсии скажите пожалуйста? Надо квартиру на 2 недели найти … подскажите пожалуйста,1,Spain_1
Spain,"Валенсия Муж с женой 25 лет Аренда с 1 апреля на долгий срок Желательно чтобы была стиралка , ванная комната",1,Spain_1
Spain,"Всім привіт , 21 травня буду у Барселоні , мені 20 років , шукаю собі сусіда/сусідку, бажано студента. щоб знімати квартиру разом у Барселоні чи її околиці. Відпішить в лс та обговоримо всі питання",1,Spain_1
Spain,"Доброго дня, ми з України міста Чернігів🇺🇦. Шукаємо квартиру в Жироні для оренди. Сім'я з п'ятьох осіб: дві мами, два сина студенти і донечка школярка. Буду дуже вдячна за допомогу та інформацію🙏💛💙🙏!!!Документаи всі є, працюємо, гарантуємо своєчасну оплату житла та порядок в квартирі!!!",1,Spain_1
Spain,"Добрый день, возможно кто-то сможет помочь. Ищу квартиру на острове Менорка, город Маон или рядом. Если у кого-то есть знакомые или просто информация буду рада.",1,Spain_1
Spain,"Доброго дня, шукаємо житло для 2х дорослих від завтра на місяць в Мадриді. Буду вдячна за будь які рекомендації. Дякую, Наталя",1,Spain_1
Spain,"Здравствуйте, с супругой прилетаем завтра в Барселону , подскажите где найти жильё подешевле на первое время, денег в обрез И может кто то с работой может помочь? Будем искренне благодарны , мы молодые ,адекватные , без вредных привычек. Подскажите пожалуйста кто может 🙏🙏🙏🙏🙏",1,Spain_1
Spain,"На въезде в Румынию или Польшу , в бумажный что они поставят ? Или это не нужно … нужно только тут быть и все ?",1,Spain_1
Spain,"Ребят, сориентируйте по цене на аренду квартиры с 1й и 2мя спальнями в Валенсии? За какой период нужно сразу оплатить 3-6 месяцев? Спасибо 🙌",1,Spain_1
Spain,"1. Сан Педро, Фуэнхирола, Барселона, другие варианты 2. 3 взрослых, 2 детей(8 и 9 лет) 3. З 16.03 на длительный срок 4. 2-3 комнаты 5. Бесплатно, пока работу найдём",1,Spain_1
Spain,"Здравствуйте Две девушки с Украины нужно жильё хотя-бы на три месяца, чистота и аккуратность гарантируем. Очень сильно хочется выехать так как очень идут бои....",1,Spain_1
Spain,"Ищу жильё в Кальпе на два месяца, июнь - июль. Бюджет до 1500 евро. Мама и трое детей (дочки 14,11 и 9 лет)",1,Spain_1
Spain,"Доброго дня. Я з донькою 6 років приїхали в Аліканте відправити посилку в Київ , вирішили залишитись тут ще на день, завтра до алкою назад Чи може хтось допомогти ж житлом на одну ніч.??? Може хтось знае не дорогі хостели чи може нас приютити? Ми зараз біля Melia Alicante на пляжі.",1,Spain_1
Spain,"Доброго вечора . Завтра прибуваємо в Іспанію , підскажіть сайти де можна знайти житло в Барселоні можливо за невелику плату на перший час?",1,Spain_1
Spain,"Подскажите, пожалуйста, к кому и куда обращаться в Валенсии , по приезду, за помощью о временной защите ?",1,Spain_1
Spain,"Добрый вечер всем, мы с Украины, из города Херсона, подскажите пожалуйста в Аликанте, Валенсия, Бадалона можно снять жильё для семейной пары без детей. Может сайты, ссылки или есть риелторы, или может кто-то из знакомых сдаёт. Заранее спасибо 🙏🏻",1,Spain_1
Spain,"Ищем жилье в Алтеа, на месяц минимум , 2 взрослых и 2 детей ( 3 и 7 лет) , бюджет 600–800 евро. Будем благодарны за любую информацию",1,Spain_1
Spain,"1) Мадрид, Валенсия или Аликанте 2) 3 девушки (я и ещё 2) 3) с 14 марта на месяц 4) Квартира 5) рассчитываем на +/- 650 евро",1,Spain_1
Spain,Добрый день! Мы хотим приехать в Барселону нас 5-ро 2 детей 9 и 17 лет И 3 взрослых одна женщина 60 лет Женщина 40 лет и мне 30 лет. На нужно жильё.,1,Spain_1
Spain,"Аліканте: 1. Дружина, її мати та двоє дітей (1 та 8 років) ШУКАЄМО квартиру. Орендна плата - до 800 євро",1,Spain_1
Spain,"Добрый день Ищу жильё на 2х в прибрежной зоне Можно комнату На 3-4 недели 20.08 примерно Если есть какие-то варианты, напишите в лс, пожалуйста",1,Spain_1
Spain,"Сдам комнату в центре Дении. Большая двухместная кровать, шкаф, с комнаты выход на личную большую террасу, без вида на море. Общая кухня со всеми удобствами и инвентарем, два туалета, один с ванной. Бесплатная смена пастельного белья, вайфай. Можно с животными. Цена в летний сезон 1000€ за месяц Подробности в личку",1,Spain_1
Spain,"Здравствуйте. Наша семья уже в Барселоне. Как думаете, в каком городе лучше закрепиться в плане работы и проживания?",1,Spain_1
Spain,"Добрий вечір, шукаю дім для друзів, які приїдуть вже дуже скоро. Якщо в когось є контакти якісь - буду неймовірно вдячна, 3 особи (2 дорослих, 1 дитина)",1,Spain_1
Spain,Срочно ищем жилье на эту ночью Таррагона(Барселона) Семья с двумя маленькими детками 🙏🏼 Напиши в личку кто может помочь,1,Spain_1
Spain,"Доброго дня! Підкажіть, будь ласка, чи можна десь зробити на вихідних сьогодні /завтра фотографію дитині на паспорт? (Tarragona /Barcelona)",4,Spain_4
Spain,"Вы в Молдове просили убежище? При чем тут Молдова? Вы могли бы в Дубае 22го быть, и всё равно получите статус временной защиты в Испании -- если вы её попросите в Испании, и с того момента как попросите...",4,Spain_4
Spain,Вітаю. Хтось вже робив продовження або виготовлення нових дитячих біометричних паспортів в українському консульстві у Малазі? Яка процедура та алгоритм дій?,4,Spain_4
Spain,Добрый день. Подскажите пожалуйста пропустят ли в самолёт ребёнка без разрешения второго родителя(отца),4,Spain_4
Spain,Усім привіт А у когось вже є досвід відмови від захисту через листа до офісу біженців? Поділіться буди ласка досвідом хто має такий 🙌,4,Spain_4
Spain,"Разрешение на работу предоставляется всем беженцам и находящимся под защитой. Вам выдадут документы, не надо специально оформлять",4,Spain_4
